anno_inizio,ordine_scuola,comune,pro_com_t,alunni,alunni_paritaria,quota_paritaria
2018,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2220,0,0
2018,SCUOLA PRIMARIA,SORAGNA,034036,213,0,0
2018,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,604,0,0
2018,SCUOLA PRIMARIA,ROCCABIANCA,034030,115,0,0
2018,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,544,0,0
2018,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,292,0,0
2018,SCUOLA SECONDARIA I GRADO,TORRILE,034041,241,0,0
2018,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,264,0,0
2018,SCUOLA PRIMARIA,SISSA TRECASALI,034049,357,0,0
2018,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,56,0,0
2018,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,25,0,0
2018,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,476,0,0
2018,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,137,0,0
2018,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,10,0,0
2018,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,280,0,0
2018,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,15,0,0
2018,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,148,0,0
2018,SCUOLA PRIMARIA,CORNIGLIO,034012,61,0,0
2018,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,78,0,0
2018,SCUOLA PRIMARIA,TRAVERSETOLO,034042,400,0,0
2018,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,146,0,0
2018,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,218,0,0
2018,SCUOLA PRIMARIA,COLORNO,034010,429,0,0
2018,SCUOLA SECONDARIA I GRADO,BARDI,034002,30,0,0
2018,SCUOLA SECONDARIA I GRADO,TORNOLO,034040,10,0,0
2018,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,129,0,0
2018,SCUOLA PRIMARIA,TORRILE,034041,459,0,0
2018,SCUOLA PRIMARIA,FELINO,034013,443,0,0
2018,SCUOLA PRIMARIA,BUSSETO,034007,292,0,0
2018,SCUOLA PRIMARIA,BEDONIA,034003,126,0,0
2018,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,16,0,0
2018,SCUOLA SECONDARIA I GRADO,VARSI,034046,21,0,0
2018,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,453,0,0
2018,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,52,0,0
2018,SCUOLA PRIMARIA,NOCETO,034025,634,0,0
2018,SCUOLA PRIMARIA,PALANZANO,034026,17,0,0
2018,SCUOLA PRIMARIA,MEDESANO,034020,521,0,0
2018,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,20,0,0
2018,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,32,0,0
2018,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,89,0,0
2018,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,217,0,0
2018,SCUOLA PRIMARIA,SALA BAGANZA,034031,242,0,0
2018,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,111,0,0
2018,SCUOLA PRIMARIA,COLLECCHIO,034009,792,0,0
2018,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,28,0,0
2018,SCUOLA SECONDARIA I GRADO,BERCETO,034004,23,0,0
2018,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,138,0,0
2018,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,314,0,0
2018,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,232,0,0
2018,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,345,0,0
2018,SCUOLA PRIMARIA,CALESTANO,034008,79,0,0
2018,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,104,0,0
2018,SCUOLA PRIMARIA,TORNOLO,034040,25,0,0
2018,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,411,0,0
2018,SCUOLA PRIMARIA,COMPIANO,034011,39,0,0
2018,SCUOLA PRIMARIA,SOLIGNANO,034035,43,0,0
2018,SCUOLA PRIMARIA,FONTEVIVO,034016,292,0,0
2018,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,148,0,0
2018,SCUOLA PRIMARIA,BERCETO,034004,58,0,0
2018,SCUOLA PRIMARIA,LANGHIRANO,034018,492,0,0
2018,SCUOLA PRIMARIA,TERENZO,034038,11,0,0
2018,SCUOLA SECONDARIA I GRADO,COLORNO,034010,250,0,0
2018,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,282,0,0
2018,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,242,0,0
2018,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,317,0,0
2018,SCUOLA PRIMARIA,BARDI,034002,67,0,0
2018,SCUOLA SECONDARIA I GRADO,NOCETO,034025,365,0,0
2018,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,277,0,0
2018,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,291,0,0
2018,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,132,0,0
2018,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,37,0,0
2018,SCUOLA PRIMARIA,BORE,034005,7,0,0
2018,SCUOLA PRIMARIA,VARSI,034046,43,0,0
2018,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,660,0,0
2018,SCUOLA PRIMARIA,FONTANELLATO,034015,293,0,0
2018,SCUOLA SECONDARIA I GRADO,FELINO,034013,280,0,0
2018,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,57,0,0
2018,SCUOLA PRIMARIA,ALBARETO,034001,66,0,0
2018,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,156,0,0
2018,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,64,0,0
2019,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,155,0,0
2019,SCUOLA PRIMARIA,COLLECCHIO,034009,767,0,0
2019,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2237,0,0
2019,SCUOLA PRIMARIA,FONTEVIVO,034016,297,0,0
2019,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,114,0,0
2019,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,550,0,0
2019,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,570,0,0
2019,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,654,0,0
2019,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,288,0,0
2019,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,130,0,0
2019,SCUOLA SECONDARIA I GRADO,VARSI,034046,20,0,0
2019,SCUOLA PRIMARIA,FONTANELLATO,034015,292,0,0
2019,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,387,0,0
2019,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,128,0,0
2019,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,322,0,0
2019,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,301,0,0
2019,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,622,0,0
2019,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,17,0,0
2019,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,215,0,0
2019,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,37,0,0
2019,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,268,0,0
2019,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,256,0,0
2019,SCUOLA SECONDARIA II GRADO,SALSOMAGGIORE TERME,034032,760,0,0
2019,SCUOLA SECONDARIA I GRADO,NOCETO,034025,375,0,0
2019,SCUOLA PRIMARIA,ALBARETO,034001,62,0,0
2019,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,27,0,0
2019,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,62,0,0
2019,SCUOLA SECONDARIA I GRADO,COLORNO,034010,258,0,0
2019,SCUOLA PRIMARIA,MEDESANO,034020,496,0,0
2019,SCUOLA PRIMARIA,CALESTANO,034008,82,0,0
2019,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,160,0,0
2019,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,280,0,0
2019,SCUOLA PRIMARIA,FELINO,034013,429,0,0
2019,SCUOLA SECONDARIA I GRADO,BARDI,034002,36,0,0
2019,SCUOLA PRIMARIA,BARDI,034002,56,0,0
2019,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,151,0,0
2019,SCUOLA PRIMARIA,SALA BAGANZA,034031,220,0,0
2019,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,28,0,0
2019,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,291,0,0
2019,SCUOLA PRIMARIA,ROCCABIANCA,034030,119,0,0
2019,SCUOLA PRIMARIA,BERCETO,034004,52,0,0
2019,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,90,0,0
2019,SCUOLA PRIMARIA,BUSSETO,034007,282,0,0
2019,SCUOLA PRIMARIA,TERENZO,034038,20,0,0
2019,SCUOLA PRIMARIA,SORAGNA,034036,220,0,0
2019,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,243,0,0
2019,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,84,0,0
2019,SCUOLA SECONDARIA I GRADO,BERCETO,034004,19,0,0
2019,SCUOLA SECONDARIA I GRADO,FELINO,034013,293,0,0
2019,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,168,0,0
2019,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,489,0,0
2019,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,61,0,0
2019,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,244,0,0
2019,SCUOLA PRIMARIA,TRAVERSETOLO,034042,356,0,0
2019,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,34,0,0
2019,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,317,0,0
2019,SCUOLA PRIMARIA,VARSI,034046,40,0,0
2019,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,283,0,0
2019,SCUOLA PRIMARIA,TORNOLO,034040,17,0,0
2019,SCUOLA PRIMARIA,TORRILE,034041,452,0,0
2019,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,141,0,0
2019,SCUOLA SECONDARIA I GRADO,TORRILE,034041,269,0,0
2019,SCUOLA PRIMARIA,BEDONIA,034003,126,0,0
2019,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,65,0,0
2019,SCUOLA PRIMARIA,SISSA TRECASALI,034049,342,0,0
2019,SCUOLA PRIMARIA,COMPIANO,034011,39,0,0
2019,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,268,0,0
2019,SCUOLA PRIMARIA,SOLIGNANO,034035,47,0,0
2019,SCUOLA SECONDARIA I GRADO,TORNOLO,034040,15,0,0
2019,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,95,0,0
2019,SCUOLA PRIMARIA,PALANZANO,034026,19,0,0
2019,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,79,0,0
2019,SCUOLA PRIMARIA,CORNIGLIO,034012,57,0,0
2019,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,16,0,0
2019,SCUOLA PRIMARIA,LANGHIRANO,034018,504,0,0
2019,SCUOLA PRIMARIA,NOCETO,034025,658,0,0
2019,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,9,0,0
2019,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,64,0,0
2019,SCUOLA PRIMARIA,COLORNO,034010,415,0,0
2019,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,147,0,0
2019,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,209,0,0
2019,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,12,0,0
2020,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2217,0,0
2020,SCUOLA PRIMARIA,MEDESANO,034020,482,0,0
2020,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,111,0,0
2020,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,256,0,0
2020,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,665,0,0
2020,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,87,0,0
2020,SCUOLA SECONDARIA I GRADO,BERCETO,034004,25,0,0
2020,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,35,0,0
2020,SCUOLA PRIMARIA,LANGHIRANO,034018,494,0,0
2020,SCUOLA PRIMARIA,BEDONIA,034003,133,0,0
2020,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,92,0,0
2020,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,316,0,0
2020,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,243,0,0
2020,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,13,0,0
2020,SCUOLA PRIMARIA,BUSSETO,034007,270,0,0
2020,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,17,0,0
2020,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,139,0,0
2020,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,16,0,0
2020,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,248,0,0
2020,SCUOLA PRIMARIA,TORRILE,034041,430,0,0
2020,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,278,0,0
2020,SCUOLA PRIMARIA,SOLIGNANO,034035,41,0,0
2020,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,257,0,0
2020,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,569,0,0
2020,SCUOLA PRIMARIA,PALANZANO,034026,18,0,0
2020,SCUOLA PRIMARIA,ALBARETO,034001,54,0,0
2020,SCUOLA PRIMARIA,TORNOLO,034040,14,0,0
2020,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,278,0,0
2020,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,87,0,0
2020,SCUOLA SECONDARIA II GRADO,SALSOMAGGIORE TERME,034032,671,0,0
2020,SCUOLA SECONDARIA I GRADO,TORRILE,034041,274,0,0
2020,SCUOLA PRIMARIA,COMPIANO,034011,44,0,0
2020,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,313,0,0
2020,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,407,0,0
2020,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,176,0,0
2020,SCUOLA PRIMARIA,SISSA TRECASALI,034049,354,0,0
2020,SCUOLA PRIMARIA,BARDI,034002,58,0,0
2020,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,138,0,0
2020,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,609,0,0
2020,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,168,0,0
2020,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,52,0,0
2020,SCUOLA PRIMARIA,TERENZO,034038,17,0,0
2020,SCUOLA PRIMARIA,TRAVERSETOLO,034042,364,0,0
2020,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,190,0,0
2020,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,56,0,0
2020,SCUOLA PRIMARIA,FONTEVIVO,034016,285,0,0
2020,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,143,0,0
2020,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,455,0,0
2020,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,70,0,0
2020,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,50,0,0
2020,SCUOLA PRIMARIA,CALESTANO,034008,90,0,0
2020,SCUOLA PRIMARIA,SALA BAGANZA,034031,209,0,0
2020,SCUOLA PRIMARIA,BERCETO,034004,47,0,0
2020,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,30,0,0
2020,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,171,0,0
2020,SCUOLA PRIMARIA,FONTANELLATO,034015,293,0,0
2020,SCUOLA SECONDARIA I GRADO,FELINO,034013,285,0,0
2020,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,127,0,0
2020,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,156,0,0
2020,SCUOLA PRIMARIA,CORNIGLIO,034012,48,0,0
2020,SCUOLA PRIMARIA,FELINO,034013,418,0,0
2020,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,69,0,0
2020,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,202,0,0
2020,SCUOLA PRIMARIA,COLORNO,034010,404,0,0
2020,SCUOLA PRIMARIA,NOCETO,034025,669,0,0
2020,SCUOLA SECONDARIA I GRADO,COLORNO,034010,246,0,0
2020,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,329,0,0
2020,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,242,0,0
2020,SCUOLA PRIMARIA,COLLECCHIO,034009,736,0,0
2020,SCUOLA PRIMARIA,VARSI,034046,45,0,0
2020,SCUOLA SECONDARIA I GRADO,BARDI,034002,37,0,0
2020,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,643,0,0
2020,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,266,0,0
2020,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,32,0,0
2020,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,270,0,0
2020,SCUOLA PRIMARIA,ROCCABIANCA,034030,121,0,0
2020,SCUOLA SECONDARIA I GRADO,NOCETO,034025,406,0,0
2020,SCUOLA SECONDARIA I GRADO,VARSI,034046,19,0,0
2020,SCUOLA PRIMARIA,SORAGNA,034036,234,0,0
2020,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,14,0,0
2020,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,62,0,0
2020,SCUOLA SECONDARIA I GRADO,TORNOLO,034040,17,0,0
2021,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,531,0,0
2021,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,320,0,0
2021,SCUOLA SECONDARIA I GRADO,SOLIGNANO,034035,38,0,0
2021,SCUOLA SECONDARIA I GRADO,TRAVERSETOLO,034042,272,0,0
2021,SCUOLA SECONDARIA I GRADO,COLLECCHIO,034009,458,0,0
2021,SCUOLA PRIMARIA,COLLECCHIO,034009,766,0,0
2021,SCUOLA PRIMARIA,PELLEGRINO PARMENSE,034028,32,0,0
2021,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2211,0,0
2021,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,128,0,0
2021,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,726,0,0
2021,SCUOLA PRIMARIA,VARSI,034046,32,0,0
2021,SCUOLA SECONDARIA I GRADO,FELINO,034013,280,0,0
2021,SCUOLA PRIMARIA,CALESTANO,034008,87,0,0
2021,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,232,0,0
2021,SCUOLA SECONDARIA I GRADO,ROCCABIANCA,034030,64,0,0
2021,SCUOLA SECONDARIA I GRADO,SAN SECONDO PARMENSE,034033,192,0,0
2021,SCUOLA PRIMARIA,MONCHIO DELLE CORTI,034022,21,0,0
2021,SCUOLA SECONDARIA I GRADO,TORNOLO,034040,15,0,0
2021,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,108,0,0
2021,SCUOLA SECONDARIA I GRADO,SALA BAGANZA,034031,157,0,0
2021,SCUOLA PRIMARIA,BEDONIA,034003,123,0,0
2021,SCUOLA PRIMARIA,NEVIANO DEGLI ARDUINI,034024,125,0,0
2021,SCUOLA PRIMARIA,SALA BAGANZA,034031,216,0,0
2021,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,626,0,0
2021,SCUOLA SECONDARIA II GRADO,BEDONIA,034003,249,0,0
2021,SCUOLA SECONDARIA I GRADO,CALESTANO,034008,63,0,0
2021,SCUOLA PRIMARIA,PALANZANO,034026,29,0,0
2021,SCUOLA SECONDARIA I GRADO,SORAGNA,034036,139,0,0
2021,SCUOLA SECONDARIA I GRADO,SORBOLO MEZZANI,034051,398,0,0
2021,SCUOLA PRIMARIA,FELINO,034013,413,0,0
2021,SCUOLA PRIMARIA,TRAVERSETOLO,034042,365,0,0
2021,SCUOLA PRIMARIA,TORRILE,034041,441,0,0
2021,SCUOLA PRIMARIA,TERENZO,034038,22,0,0
2021,SCUOLA SECONDARIA I GRADO,TORRILE,034041,274,0,0
2021,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,239,0,0
2021,SCUOLA SECONDARIA I GRADO,TIZZANO VAL PARMA,034039,53,0,0
2021,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,88,0,0
2021,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,134,0,0
2021,SCUOLA SECONDARIA I GRADO,POLESINE ZIBELLO,034050,60,0,0
2021,SCUOLA SECONDARIA I GRADO,PALANZANO,034026,17,0,0
2021,SCUOLA PRIMARIA,SISSA TRECASALI,034049,334,0,0
2021,SCUOLA PRIMARIA,SORBOLO MEZZANI,034051,580,0,0
2021,SCUOLA SECONDARIA I GRADO,SISSA TRECASALI,034049,254,0,0
2021,SCUOLA SECONDARIA I GRADO,BERCETO,034004,20,0,0
2021,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,96,0,0
2021,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,197,0,0
2021,SCUOLA PRIMARIA,MEDESANO,034020,470,0,0
2021,SCUOLA PRIMARIA,BERCETO,034004,48,0,0
2021,SCUOLA PRIMARIA,BARDI,034002,55,0,0
2021,SCUOLA SECONDARIA I GRADO,NEVIANO DEGLI ARDUINI,034024,76,0,0
2021,SCUOLA PRIMARIA,SOLIGNANO,034035,41,0,0
2021,SCUOLA PRIMARIA,CORNIGLIO,034012,42,0,0
2021,SCUOLA SECONDARIA I GRADO,LESIGNANO DE' BAGNI,034019,154,0,0
2021,SCUOLA PRIMARIA,SORAGNA,034036,240,0,0
2021,SCUOLA SECONDARIA I GRADO,ALBARETO,034001,57,0,0
2021,SCUOLA PRIMARIA,ROCCABIANCA,034030,123,0,0
2021,SCUOLA PRIMARIA,FONTEVIVO,034016,277,0,0
2021,SCUOLA PRIMARIA,LANGHIRANO,034018,485,0,0
2021,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,180,0,0
2021,SCUOLA SECONDARIA I GRADO,MONCHIO DELLE CORTI,034022,8,0,0
2021,SCUOLA PRIMARIA,SAN SECONDO PARMENSE,034033,253,0,0
2021,SCUOLA PRIMARIA,LESIGNANO DE' BAGNI,034019,204,0,0
2021,SCUOLA SECONDARIA II GRADO,BORGO VAL DI TARO,034006,316,0,0
2021,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,274,0,0
2021,SCUOLA PRIMARIA,NOCETO,034025,704,0,0
2021,SCUOLA PRIMARIA,BUSSETO,034007,263,0,0
2021,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,18,0,0
2021,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,107,0,0
2021,SCUOLA SECONDARIA I GRADO,CORNIGLIO,034012,38,0,0
2021,SCUOLA PRIMARIA,FONTANELLATO,034015,303,0,0
2021,SCUOLA SECONDARIA I GRADO,COLORNO,034010,259,0,0
2021,SCUOLA SECONDARIA I GRADO,BARDI,034002,37,0,0
2021,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,264,0,0
2021,SCUOLA SECONDARIA I GRADO,VARSI,034046,26,0,0
2021,SCUOLA PRIMARIA,ALBARETO,034001,66,0,0
2021,SCUOLA PRIMARIA,TORNOLO,034040,8,0,0
2021,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,252,0,0
2021,SCUOLA SECONDARIA I GRADO,MONTECHIARUGOLO,034023,332,0,0
2021,SCUOLA PRIMARIA,COMPIANO,034011,38,0,0
2021,SCUOLA SECONDARIA I GRADO,NOCETO,034025,399,0,0
2021,SCUOLA PRIMARIA,COLORNO,034010,400,0,0
2022,SCUOLA PRIMARIA,TERENZO,034038,25,0,0
2022,SCUOLA PRIMARIA,FELINO,034013,391,0,0
2022,SCUOLA SECONDARIA II GRADO,SAN SECONDO PARMENSE,034033,648,0,0
2022,SCUOLA SECONDARIA II GRADO,FORNOVO DI TARO,034017,738,0,0
2022,SCUOLA SECONDARIA I GRADO,BEDONIA,034003,97,0,0
2022,SCUOLA PRIMARIA,MONTECHIARUGOLO,034023,526,0,0
2022,SCUOLA SECONDARIA I GRADO,BORGO VAL DI TARO,034006,180,0,0
2022,SCUOLA PRIMARIA,CALESTANO,034008,86,0,0
2022,SCUOLA PRIMARIA,SORAGNA,034036,231,0,0
2022,SCUOLA PRIMARIA,TORRILE,034041,436,0,0
2022,SCUOLA SECONDARIA I GRADO,VARSI,034046,28,0,0
2022,SCUOLA PRIMARIA,TORNOLO,034040,10,0,0
2022,SCUOLA SECONDARIA I GRADO,BARDI,034002,40,0,0
2022,SCUOLA SECONDARIA II GRADO,LANGHIRANO,034018,301,0,0
2022,SCUOLA PRIMARIA,BEDONIA,034003,116,0,0
2022,SCUOLA PRIMARIA,FORNOVO DI TARO,034017,224,0,0
2022,SCUOLA PRIMARIA,COLLECCHIO,034009,784,0,0
2022,SCUOLA SECONDARIA I GRADO,VARANO DE' MELEGARI,034045,106,0,0
2022,SCUOLA PRIMARIA,BORGO VAL DI TARO,034006,231,0,0
2022,SCUOLA PRIMARIA,VARANO DE' MELEGARI,034045,138,0,0
2022,SCUOLA SECONDARIA I GRADO,FORNOVO DI TARO,034017,218,0,0
2022,SCUOLA PRIMARIA,SOLIGNANO,034035,36,0,0
2022,SCUOLA SECONDARIA I GRADO,MEDESANO,034020,267,0,0
2022,SCUOLA PRIMARIA,VARSI,034046,31,0,0
2022,SCUOLA SECONDARIA I GRADO,FONTEVIVO,034016,132,0,0
2022,SCUOLA PRIMARIA,SALA BAGANZA,034031,230,0,0
2022,SCUOLA PRIMARIA,BARDI,034002,44,0,0
2022,SCUOLA SECONDARIA I GRADO,FONTANELLATO,034015,179,0,0
2022,SCUOLA PRIMARIA,LANGHIRANO,034018,458,0,0
2022,SCUOLA PRIMARIA,COLORNO,034010,403,0,0
2022,SCUOLA SECONDARIA I GRADO,LANGHIRANO,034018,303,0,0
2022,SCUOLA PRIMARIA,POLESINE ZIBELLO,034050,100,0,0
2022,SCUOLA SECONDARIA II GRADO,FIDENZA,034014,2267,0,0
2022,SCUOLA PRIMARIA,ROCCABIANCA,034030,104,0,0
2022,SCUOLA PRIMARIA,COMPIANO,034011,40,0,0
2022,SCUOLA SECONDARIA I GRADO,PELLEGRINO PARMENSE,034028,22,0,0
2022,SCUOLA PRIMARIA,BERCETO,034004,51,0,0
2022,SCUOLA PRIMARIA,TIZZANO VAL PARMA,034039,92,0,0
2022,SCUOLA PRIMARIA,SISSA TRECASALI,034049,331,0,0
