cod_indicatore,indicatore,sesso,territorio,livello,anno,valore,poco_signif,unita_misura,fonte
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Italia,italia,2024,16.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Italia,italia,2025,14.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2018,18.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2019,16.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2020,18.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2021,17.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2022,13.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2023,13.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2024,11.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Femmine,Nord-est,ripartizione,2025,10.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2018,10.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2019,11,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2020,12,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2021,11.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2022,11,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2023,8.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2024,6.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Emilia-Romagna,regione,2025,6.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2018,21.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2019,20.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2020,21.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2021,21.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2022,17.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2023,14.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2024,13.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Italia,italia,2025,11.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2018,11.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2019,10,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2020,11.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2021,12.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2022,11.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2023,7.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2024,6.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Maschi,Nord-est,ripartizione,2025,6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2018,15.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2019,14.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2020,16,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2021,15.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2022,12.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2023,11,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2024,9.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Emilia-Romagna,regione,2025,8.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2018,23.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2019,22.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2020,23.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2021,23.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2022,19,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2023,16.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2024,15.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Italia,italia,2025,13.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2018,14.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2019,13,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2020,15,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2021,14.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2022,12.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2023,10.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2024,9.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST006-N22,Giovani che non lavorano e non studiano (NEET),Totale,Nord-est,ripartizione,2025,8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2018,12,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2019,11.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2020,9.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2021,13.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2022,12.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2023,14.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2024,14.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Emilia-Romagna,regione,2025,13.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2018,8.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2019,8.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2020,7.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2021,10,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2022,9.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2023,11.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2024,10.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Italia,italia,2025,11,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2018,11.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2019,11.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2020,9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2021,11.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2022,11.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2023,14.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2024,13.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Femmine,Nord-est,ripartizione,2025,13.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2018,9.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2019,9.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2020,8.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2021,11.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2022,10.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2023,12.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2024,12.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Emilia-Romagna,regione,2025,12.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2018,7.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2019,7.7,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2020,6.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2021,9.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2022,9.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2023,11.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2024,10,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Italia,italia,2025,10.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2018,9.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2019,9.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2020,8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2021,11.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2022,10.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2023,13.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2024,12.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Maschi,Nord-est,ripartizione,2025,13,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2018,11,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2019,10.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2020,9.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2021,12.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2022,11.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2023,13.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2024,13.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Emilia-Romagna,regione,2025,13.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2018,8.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2019,8.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2020,7.1,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2021,9.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2022,9.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2023,11.6,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2024,10.4,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Italia,italia,2025,10.8,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2018,10.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2019,10.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2020,8.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2021,11.5,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2022,11.3,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2023,13.9,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2024,13,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST007-N22,Partecipazione alla formazione continua,Totale,Nord-est,ripartizione,2025,13.2,FALSE,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2006,19.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2007,22.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2008,27.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2009,25.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2010,25.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2011,24.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2012,29.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2013,29.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2014,27.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2015,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2016,30,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2017,31.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2018,35.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2019,33.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2020,31.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2021,37.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2022,42.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2023,49.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Emilia-Romagna,regione,2024,48,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2006,15.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2007,15.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2008,15.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2009,15.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2010,16.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2011,17.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2012,17.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2013,18.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2014,19.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2015,20.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2016,21.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2017,23.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2018,26.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2019,28,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2020,28,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2021,29.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2022,31.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
02IST020,Bambini di 0-2 anni iscritti al nido,Totale,Italia,italia,2023,35.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
