"indicatore","territorio","anno","valore"
"speranza_di_vita_65","Piacenza",2002,19.1
"speranza_di_vita_65","Piacenza",2003,18.5
"speranza_di_vita_65","Piacenza",2004,19.2
"speranza_di_vita_65","Piacenza",2005,19.3
"speranza_di_vita_65","Piacenza",2006,19.7
"speranza_di_vita_65","Piacenza",2007,19.6
"speranza_di_vita_65","Piacenza",2008,19.7
"speranza_di_vita_65","Piacenza",2009,19.7
"speranza_di_vita_65","Piacenza",2010,19.9
"speranza_di_vita_65","Piacenza",2011,20.6
"speranza_di_vita_65","Piacenza",2012,20.1
"speranza_di_vita_65","Piacenza",2013,20.4
"speranza_di_vita_65","Piacenza",2014,20.7
"speranza_di_vita_65","Piacenza",2015,20.3
"speranza_di_vita_65","Piacenza",2016,20.7
"speranza_di_vita_65","Piacenza",2017,20.6
"speranza_di_vita_65","Piacenza",2018,20.6
"speranza_di_vita_65","Piacenza",2019,21.2
"speranza_di_vita_65","Piacenza",2020,18.3
"speranza_di_vita_65","Piacenza",2021,20.7
"speranza_di_vita_65","Piacenza",2022,20.9
"speranza_di_vita_65","Piacenza",2023,20.8
"speranza_di_vita_65","Piacenza",2024,21.3
"speranza_di_vita_65","Piacenza",2025,21.5
"speranza_di_vita_65","Parma",2002,19.1
"speranza_di_vita_65","Parma",2003,18.8
"speranza_di_vita_65","Parma",2004,19.4
"speranza_di_vita_65","Parma",2005,19.7
"speranza_di_vita_65","Parma",2006,19.8
"speranza_di_vita_65","Parma",2007,20
"speranza_di_vita_65","Parma",2008,19.8
"speranza_di_vita_65","Parma",2009,19.9
"speranza_di_vita_65","Parma",2010,20.1
"speranza_di_vita_65","Parma",2011,20.6
"speranza_di_vita_65","Parma",2012,20.7
"speranza_di_vita_65","Parma",2013,21
"speranza_di_vita_65","Parma",2014,20.9
"speranza_di_vita_65","Parma",2015,20.7
"speranza_di_vita_65","Parma",2016,21.2
"speranza_di_vita_65","Parma",2017,21.1
"speranza_di_vita_65","Parma",2018,21.5
"speranza_di_vita_65","Parma",2019,21.3
"speranza_di_vita_65","Parma",2020,19.1
"speranza_di_vita_65","Parma",2021,20.7
"speranza_di_vita_65","Parma",2022,20.8
"speranza_di_vita_65","Parma",2023,21.4
"speranza_di_vita_65","Parma",2024,21.6
"speranza_di_vita_65","Parma",2025,21.5
"speranza_di_vita_65","Reggio nell'Emilia",2002,19.3
"speranza_di_vita_65","Reggio nell'Emilia",2003,19.1
"speranza_di_vita_65","Reggio nell'Emilia",2004,19.9
"speranza_di_vita_65","Reggio nell'Emilia",2005,19.5
"speranza_di_vita_65","Reggio nell'Emilia",2006,20
"speranza_di_vita_65","Reggio nell'Emilia",2007,19.8
"speranza_di_vita_65","Reggio nell'Emilia",2008,20
"speranza_di_vita_65","Reggio nell'Emilia",2009,19.9
"speranza_di_vita_65","Reggio nell'Emilia",2010,20.4
"speranza_di_vita_65","Reggio nell'Emilia",2011,20.9
"speranza_di_vita_65","Reggio nell'Emilia",2012,20.4
"speranza_di_vita_65","Reggio nell'Emilia",2013,20.6
"speranza_di_vita_65","Reggio nell'Emilia",2014,20.9
"speranza_di_vita_65","Reggio nell'Emilia",2015,20.7
"speranza_di_vita_65","Reggio nell'Emilia",2016,20.8
