"indicatore","territorio","anno","valore"
"Indice di dipendenza strutturale","Modena",2024,57
"Indice di dipendenza strutturale","Modena",2025,57
"Indice di dipendenza strutturale","Modena",2026,56.9
"Indice di dipendenza strutturale","Bologna",2002,52.5
"Indice di dipendenza strutturale","Bologna",2003,53.6
"Indice di dipendenza strutturale","Bologna",2004,54.3
"Indice di dipendenza strutturale","Bologna",2005,55.3
"Indice di dipendenza strutturale","Bologna",2006,56.4
"Indice di dipendenza strutturale","Bologna",2007,57.2
"Indice di dipendenza strutturale","Bologna",2008,57.4
"Indice di dipendenza strutturale","Bologna",2009,57.5
"Indice di dipendenza strutturale","Bologna",2010,57.7
"Indice di dipendenza strutturale","Bologna",2011,57.7
"Indice di dipendenza strutturale","Bologna",2012,58.6
"Indice di dipendenza strutturale","Bologna",2013,59.2
"Indice di dipendenza strutturale","Bologna",2014,59.8
"Indice di dipendenza strutturale","Bologna",2015,60.3
"Indice di dipendenza strutturale","Bologna",2016,60.2
"Indice di dipendenza strutturale","Bologna",2017,59.9
"Indice di dipendenza strutturale","Bologna",2018,59.7
"Indice di dipendenza strutturale","Bologna",2019,59.5
"Indice di dipendenza strutturale","Bologna",2020,59.07
"Indice di dipendenza strutturale","Bologna",2021,58.3485
"Indice di dipendenza strutturale","Bologna",2022,58.4149
"Indice di dipendenza strutturale","Bologna",2023,57.9709
"Indice di dipendenza strutturale","Bologna",2024,57.7
"Indice di dipendenza strutturale","Bologna",2025,57.5
"Indice di dipendenza strutturale","Bologna",2026,57.6
"Indice di dipendenza strutturale","Ferrara",2002,51.7
"Indice di dipendenza strutturale","Ferrara",2003,52.7
"Indice di dipendenza strutturale","Ferrara",2004,53.6
"Indice di dipendenza strutturale","Ferrara",2005,54.4
"Indice di dipendenza strutturale","Ferrara",2006,55.6
"Indice di dipendenza strutturale","Ferrara",2007,56.1
"Indice di dipendenza strutturale","Ferrara",2008,56.4
"Indice di dipendenza strutturale","Ferrara",2009,56.9
"Indice di dipendenza strutturale","Ferrara",2010,57.6
"Indice di dipendenza strutturale","Ferrara",2011,57.5
"Indice di dipendenza strutturale","Ferrara",2012,59.1
"Indice di dipendenza strutturale","Ferrara",2013,60.3
