"territorio","anno","indicatore","valore"
"Emilia-Romagna",2042,"80 anni e più",10.2944208504222
"Emilia-Romagna",2043,"65 anni e più",32.366333549021
"Emilia-Romagna",2043,"80 anni e più",10.5512672196115
"Emilia-Romagna",2044,"65 anni e più",32.5719171181964
"Emilia-Romagna",2044,"80 anni e più",10.8414844664688
"Emilia-Romagna",2045,"65 anni e più",32.701328890918
"Emilia-Romagna",2045,"80 anni e più",11.2051547236095
"Emilia-Romagna",2046,"65 anni e più",32.7882910538845
"Emilia-Romagna",2046,"80 anni e più",11.5373286058087
"Emilia-Romagna",2047,"65 anni e più",32.835118164164
"Emilia-Romagna",2047,"80 anni e più",11.8738751031848
"Emilia-Romagna",2048,"65 anni e più",32.879975201569
"Emilia-Romagna",2048,"80 anni e più",12.1890134312473
"Emilia-Romagna",2049,"65 anni e più",32.8961688969638
"Emilia-Romagna",2049,"80 anni e più",12.5106565109535
"Emilia-Romagna",2050,"65 anni e più",32.8927593275933
"Emilia-Romagna",2050,"80 anni e più",12.8311165778324
"Italia",2024,"65 anni e più",24.3453222868168
"Italia",2024,"80 anni e più",7.70396344115597
"Italia",2025,"65 anni e più",24.749376615622
"Italia",2025,"80 anni e più",7.78530922843038
"Italia",2026,"65 anni e più",25.1747816338848
"Italia",2026,"80 anni e più",7.82506695326693
"Italia",2027,"65 anni e più",25.6316605741016
"Italia",2027,"80 anni e più",8.07434277381351
"Italia",2028,"65 anni e più",26.1072254601212
"Italia",2028,"80 anni e più",8.30348011263118
"Italia",2029,"65 anni e più",26.6252973414915
"Italia",2029,"80 anni e più",8.53659531153335
"Italia",2030,"65 anni e più",27.2350644266227
"Italia",2030,"80 anni e più",8.71063496595313
"Italia",2031,"65 anni e più",27.8150710465584
"Italia",2031,"80 anni e più",8.86370225872669
"Italia",2032,"65 anni e più",28.3915794854573
"Italia",2032,"80 anni e più",8.97061828324442
"Italia",2033,"65 anni e più",28.946725114043
"Italia",2033,"80 anni e più",9.07080744597298
"Italia",2034,"65 anni e più",29.4906508608767
"Italia",2034,"80 anni e più",9.17839332395991
"Italia",2035,"65 anni e più",30.0428258255728
"Italia",2035,"80 anni e più",9.32398330187654
"Italia",2036,"65 anni e più",30.5502073742543
"Italia",2036,"80 anni e più",9.47650448240322
"Italia",2037,"65 anni e più",31.0695384278069
"Italia",2037,"80 anni e più",9.64153899175497
"Italia",2038,"65 anni e più",31.5711505751973
"Italia",2038,"80 anni e più",9.82178215469989
"Italia",2039,"65 anni e più",32.0566637020911
"Italia",2039,"80 anni e più",10.0075555153598
"Italia",2040,"65 anni e più",32.5500729032391
"Italia",2040,"80 anni e più",10.2383807254776
"Italia",2041,"65 anni e più",32.9813862961986
"Italia",2041,"80 anni e più",10.4927402546531
"Italia",2042,"65 anni e più",33.3420860474976
"Italia",2042,"80 anni e più",10.7778242961117
"Italia",2043,"65 anni e più",33.6413710530405
"Italia",2043,"80 anni e più",11.0812364957967
"Italia",2044,"65 anni e più",33.8954529522171
"Italia",2044,"80 anni e più",11.4211428039325
"Italia",2045,"65 anni e più",34.0797420542928
"Italia",2045,"80 anni e più",11.8368670262603
"Italia",2046,"65 anni e più",34.2248164879371
"Italia",2046,"80 anni e più",12.2253678900708
"Italia",2047,"65 anni e più",34.3379410146786
"Italia",2047,"80 anni e più",12.606925756955
"Italia",2048,"65 anni e più",34.4434187683764
"Italia",2048,"80 anni e più",12.9652484404581
"Italia",2049,"65 anni e più",34.5075958456226
"Italia",2049,"80 anni e più",13.3078277995207
"Italia",2050,"65 anni e più",34.5508010680969
"Italia",2050,"80 anni e più",13.650634753184
