cod_indicatore,indicatore_breve,indicatore,territorio,livello,sesso,anno,valore,poco_signif,unita_misura,fonte
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2017,28.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2018,31.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2019,28.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2020,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2021,32.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2022,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2023,31.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2024,31.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2025,31.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2016,68.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2017,67.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2018,65.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2019,66,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2020,67.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2021,66.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2022,67.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2023,67.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2024,66.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Femmine,2025,66.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2016,72.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2017,71.1,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2018,70.1,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2019,70.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2020,72.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2021,71.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2022,71.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2023,72.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2024,70.1,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Maschi,2025,70.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2016,70.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2017,69.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2018,67.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2019,68.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2020,69.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2021,68.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2022,69.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2023,69.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2024,68.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Emilia-Romagna,regione,Totale,2025,68.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2016,66.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2017,65.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2018,66.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2019,66.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2020,66.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2021,66,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2022,67,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2023,66.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2024,66.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Femmine,2025,66.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2016,69.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2017,69.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2018,69.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2019,70.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2020,71.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2021,70.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2022,71,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2023,70.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2024,70.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Maschi,2025,70.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2016,68.1,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2017,67.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2018,67.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2019,68.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2020,68.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2021,68.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2022,69,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2023,68.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2024,68.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Italia,italia,Totale,2025,68.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2016,68.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2017,66.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2018,66.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2019,66.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2020,67.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2021,66.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2022,67.1,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2023,67.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2024,67,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Femmine,2025,67.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2016,71.7,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2017,71,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2018,70.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2019,70.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2020,72.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2021,72,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2022,71.5,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2023,72,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2024,71.2,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Maschi,2025,71.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2016,70,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2017,68.8,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2018,68.4,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2019,68.6,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2020,70,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2021,69.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2022,69.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2023,69.9,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2024,69,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003,salute_mentale,Indice di salute mentale (MH),Nord-est,ripartizione,Totale,2025,69.3,FALSE,Punteggi medi standardizzati,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2010,46.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2011,47.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2012,39.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2013,36.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2014,39.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2015,37.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2016,43.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2017,43.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2018,44.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2019,42.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2020,47.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2021,46.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2022,48.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2023,46.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2024,45.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Femmine,2025,45.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2010,47.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2011,50.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2012,38.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2013,34.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2014,41.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2015,40.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2016,46.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2017,44.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2018,47.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2019,45.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2020,48.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2021,49,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2022,49.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2023,46.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2024,48.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Maschi,2025,46.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2010,47,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2011,48.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2012,39,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2013,35.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2014,40.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2015,38.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2016,44.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2017,44,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2018,46,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2019,44.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2020,48.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2021,47.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2022,48.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2023,46.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2024,47,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Emilia-Romagna,regione,Totale,2025,45.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2010,42.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2011,44.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO001,vita,Soddisfazione per la propria vita,Italia,italia,Femmine,2012,34.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
