cod_indicatore,indicatore_breve,indicatore,territorio,livello,sesso,anno,valore,poco_signif,unita_misura,fonte
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2012,31.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2013,27.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2014,28.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2015,29.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2016,28,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2017,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2018,26.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2019,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2020,27.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2021,21.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2022,27,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2023,25.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2024,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Maschi,2025,27.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2005,28.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2006,28.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2007,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2008,29.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2009,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2010,28.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2011,29.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2012,31.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2013,27.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2014,28.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2015,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2016,28,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2017,27.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2018,26.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2019,24.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2020,26.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2021,21.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2022,25.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2023,25.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2024,24.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Nord-est,ripartizione,Totale,2025,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2012,23.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2013,24.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2014,27,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2015,28.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2016,24.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2017,28.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2018,29.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2019,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2020,26.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2021,31.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2022,26.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2023,28.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2024,28.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Femmine,2025,29.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2012,24.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2013,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2014,31.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2015,32.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2016,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2017,30.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2018,34.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2019,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2020,31.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2021,34.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2022,29.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2023,34.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2024,32,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Maschi,2025,34,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2012,24,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2013,26.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2014,29.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2015,30.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2016,26.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2017,29.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2018,32.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2019,28.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2020,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2021,33,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2022,27.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2023,31.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2024,30.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Emilia-Romagna,regione,Totale,2025,31.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2012,23.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2013,22.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2014,25.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2015,26.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2016,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2017,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2018,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2019,28.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2020,26.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2021,30,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2022,27.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2023,28.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2024,29.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Femmine,2025,29.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2012,25.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2013,25.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2014,28.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2015,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2016,27.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2017,29.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2018,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2019,32,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2020,30.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2021,34,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2022,31.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2023,32.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2024,32.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Maschi,2025,32.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2012,24.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2013,24,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2014,27.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2015,28.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2016,26.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2017,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2018,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2019,30.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2020,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2021,31.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2022,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2023,30.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2024,30.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Italia,italia,Totale,2025,30.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2012,26,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2013,25.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2014,27.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2015,29.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2016,26.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2017,27,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2018,29.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2019,26.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2020,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2021,30.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2022,26.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2023,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2024,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Femmine,2025,29.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2012,26.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2013,28.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2014,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2015,32.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2016,29.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2017,30.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2018,34.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2019,31.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2020,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2021,34.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2022,30.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2023,33.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2024,33,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Maschi,2025,34.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2012,26.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2013,26.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2014,29.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2015,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Nord-est,ripartizione,Totale,2016,28,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
