cod_indicatore,indicatore_breve,indicatore,eta,sesso,anno,valore,poco_signif,unita_misura,fonte
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Maschi,2025,23.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2005,24.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2006,23.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2007,23.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2008,25.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2009,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2010,25.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2011,24.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2012,26.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2013,23.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2014,23.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2015,24.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2016,23.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2017,23.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2018,23.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2019,23,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2020,22.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2021,18.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2022,21.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2023,22.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2024,22.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
05REL002,amici,Soddisfazione per le relazioni amicali,Totale,Totale,2025,23.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2012,47.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2013,53.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2014,55.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2015,56.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2016,56.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2017,54.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2018,59.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2019,62.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2020,60.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2021,62,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2022,60.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2023,63.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2024,64.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Femmine,2025,63.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2012,47.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2013,50.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2014,56.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2015,55.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2016,56.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2017,59,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2018,60.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2019,58.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2020,60.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2021,62.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2022,58.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2023,63,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2024,61.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Maschi,2025,59.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2012,47.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2013,52,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2014,56,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2015,56.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2016,56.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2017,56.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2018,60.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2019,60.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2020,60.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2021,62.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2022,59.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2023,63.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2024,63,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,14-19,Totale,2025,61.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2012,49.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2013,50.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2014,57.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2015,60.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2016,57.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2017,59.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2018,62.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2019,66.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2020,67.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2021,67.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2022,63.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2023,63.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2024,68.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Femmine,2025,63.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2012,48.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2013,50.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2014,54.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2015,57.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2016,57.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2017,58.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2018,59.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2019,62.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2020,60.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2021,63.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2022,59.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2023,59.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2024,62.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Maschi,2025,64.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2012,48.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2013,50.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2014,56.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2015,58.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2016,57.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2017,59.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2018,61.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2019,64.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2020,63.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2021,65.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2022,61.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2023,61.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2024,65.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,20-24,Totale,2025,64.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2012,23.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2013,22.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2014,25.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2015,26.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2016,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2017,25.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2018,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2019,28.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2020,26.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2021,30,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2022,27.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2023,28.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2024,29.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Femmine,2025,29.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2012,25.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2013,25.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2014,28.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2015,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2016,27.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2017,29.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2018,31,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2019,32,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2020,30.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2021,34,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2022,31.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2023,32.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2024,32.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Maschi,2025,32.5,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2012,24.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2013,24,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2014,27.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2015,28.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2016,26.6,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2017,27.2,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2018,29,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2019,30.1,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2020,28.7,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2021,31.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2022,29.4,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2023,30.3,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2024,30.9,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
08BSO003,prospettive,Giudizio positivo sulle prospettive future,Totale,Totale,2025,30.8,FALSE,Valori percentuali,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2016,70.8,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2017,69.7,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2018,70.8,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2019,70.6,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2020,71.2,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2021,66.6,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2022,69.8,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2023,67.4,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2024,68.5,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Femmine,2025,69.3,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2016,75.7,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2017,75.2,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2018,74.7,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2019,74.9,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2020,76.5,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
01SAL003B,salute_mentale,Indice di salute mentale (MH),14-19,Maschi,2021,74.1,FALSE,Punteggi medi,Istat - Indagine multiscopo sugli aspetti della vita quotidiana
