indicatore,domanda,tavola,anno,sesso,variabile,categoria,risposta,percentuale
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Centro,Qualche volta a settimana,16.743784603892472
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Centro,Meno spesso,7.2388295103349645
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Centro,Mai,2.168204187397555
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Centro,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Continuamente,7.222672142076381
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Più volte al giorno,40.239169969467326
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Ogni giorno (o quasi ogni giorno),29.231337121145827
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Qualche volta a settimana,14.942395231874904
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Meno spesso,7.049245274913406
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Mai,1.3153393677397387
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Sud,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Continuamente,6.4381056612660785
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Più volte al giorno,39.2111770695519
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Ogni giorno (o quasi ogni giorno),29.380675639169617
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Qualche volta a settimana,14.662630656590494
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Meno spesso,8.721522231534907
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Mai,1.5858887418869965
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,ripartizione,Isole,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Continuamente,6.353066502732117
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Più volte al giorno,36.8125352673994
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Ogni giorno (o quasi ogni giorno),29.76790755176256
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Qualche volta a settimana,16.283537460476026
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Meno spesso,8.040590375324234
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Mai,2.7424005110900667
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Maschi,totale,Totale,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Continuamente,6.073535026727222
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Più volte al giorno,34.83406012620072
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Ogni giorno (o quasi ogni giorno),30.057950846027087
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Qualche volta a settimana,17.84042040110928
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Meno spesso,8.325755596640008
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Mai,2.868403601141433
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,11-13 anni,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Continuamente,12.70621972972317
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Più volte al giorno,48.41225534393783
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Ogni giorno (o quasi ogni giorno),24.594102265212765
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Qualche volta a settimana,8.39910085326586
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Meno spesso,4.761783540547149
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Mai,1.1265382673132218
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,eta,14-19 anni,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Continuamente,9.690669324961327
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Più volte al giorno,43.39686292864241
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Ogni giorno (o quasi ogni giorno),27.598143651244705
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Qualche volta a settimana,11.661596253263353
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Meno spesso,4.975944662085566
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Mai,2.676631219360976
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-ovest,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Continuamente,8.850877320170596
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Più volte al giorno,41.63889331927577
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Ogni giorno (o quasi ogni giorno),26.927960528359883
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Qualche volta a settimana,12.882759534940565
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Meno spesso,7.435109791891494
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Mai,2.2641923703904694
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Nord-est,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Continuamente,11.40664612867034
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Più volte al giorno,46.70761868751046
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Ogni giorno (o quasi ogni giorno),25.371863771511695
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Qualche volta a settimana,10.66281527580628
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Meno spesso,4.921887429465206
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Mai,0.9293753267173712
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Centro,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Continuamente,12.513982387276537
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Più volte al giorno,43.78351535859315
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Ogni giorno (o quasi ogni giorno),25.017456798660405
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Qualche volta a settimana,10.978123072125392
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Meno spesso,6.6761238449700695
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Mai,1.03079853837445
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Sud,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Continuamente,10.14502933489096
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Più volte al giorno,45.88257910438933
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Ogni giorno (o quasi ogni giorno),26.887913729172595
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Qualche volta a settimana,10.573499890941488
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Meno spesso,5.497658014691476
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Mai,1.0133199259141503
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,ripartizione,Isole,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Continuamente,10.581411302798925
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Più volte al giorno,44.06242342624718
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Ogni giorno (o quasi ogni giorno),26.34446912687112
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Qualche volta a settimana,11.423627023810338
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Meno spesso,5.903516970856004
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Mai,1.6845119136185704
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Femmine,totale,Totale,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Continuamente,5.034184916989925
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Più volte al giorno,31.29212227782544
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Ogni giorno (o quasi ogni giorno),30.23171705154254
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Qualche volta a settimana,19.913102300243978
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Meno spesso,9.257052675032925
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Mai,4.271881665206397
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,11-13 anni,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Continuamente,9.976824611542064
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Più volte al giorno,44.556328259106905
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Ogni giorno (o quasi ogni giorno),27.11752031920624
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Qualche volta a settimana,11.125901884565636
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Meno spesso,5.950837070100261
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Mai,1.2725592650662898
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,eta,14-19 anni,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Continuamente,8.194718720864504
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Più volte al giorno,39.37137068060521
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Ogni giorno (o quasi ogni giorno),28.55106190857235
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Qualche volta a settimana,13.886225654653972
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Meno spesso,6.624063075827539
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Mai,3.372559959476424
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-ovest,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Continuamente,6.631619286998617
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Più volte al giorno,36.74281500366717
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Ogni giorno (o quasi ogni giorno),29.0469667573536
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Qualche volta a settimana,15.938719783391983
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Meno spesso,8.502224814865587
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Mai,3.1377544128579995
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Nord-est,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Continuamente,8.841116713732685
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Più volte al giorno,41.99877688309041
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Ogni giorno (o quasi ogni giorno),27.670022243939872
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Qualche volta a settimana,13.802734425744612
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Meno spesso,6.118182672110736
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Mai,1.5691670613816826
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Centro,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Continuamente,9.78470048049502
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Più volte al giorno,41.95538084667244
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Ogni giorno (o quasi ogni giorno),27.190930092282944
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Qualche volta a settimana,13.022851210675112
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Meno spesso,6.868575789780351
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Mai,1.1775615800941297
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Sud,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Continuamente,8.230945709375911
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Più volte al giorno,42.43827684802881
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Ogni giorno (o quasi ogni giorno),28.17494023042356
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Qualche volta a settimana,12.684740295155311
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Meno spesso,7.162156604337028
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Mai,1.3089403126793755
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,ripartizione,Isole,Totale,100
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Continuamente,8.397516997346532
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Più volte al giorno,40.318073674915134
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Ogni giorno (o quasi ogni giorno),28.112590750276212
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Qualche volta a settimana,13.93365105941226
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Meno spesso,7.0072627457968935
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Mai,2.2309242272522907
amici_online,Frequenza di relazioni online o telefoniche con gli amici,9_a,2023,Totale,totale,Totale,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,11-13 anni,"Sì, su un social network",26.77481106161313
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,11-13 anni,"Sì, su più social network",33.48692731387256
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,11-13 anni,No,39.7382616245143
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,11-13 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,14-19 anni,"Sì, su un social network",23.741989042005645
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,14-19 anni,"Sì, su più social network",70.46704300182634
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,14-19 anni,No,5.790967956168023
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,eta,14-19 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-ovest,"Sì, su un social network",26.7697869145269
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-ovest,"Sì, su più social network",54.64154882308103
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-ovest,No,18.58866426239206
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-ovest,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-est,"Sì, su un social network",24.266338285594415
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-est,"Sì, su più social network",56.3363238541786
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-est,No,19.39733786022698
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Nord-est,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Centro,"Sì, su un social network",23.908454185414005
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Centro,"Sì, su più social network",59.77908349504023
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Centro,No,16.312268465118805
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Centro,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Sud,"Sì, su un social network",24.23052423721256
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Sud,"Sì, su più social network",63.10863749283394
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Sud,No,12.660997515765334
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Sud,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Isole,"Sì, su un social network",22.92795153046176
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Isole,"Sì, su più social network",61.30105732161385
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Isole,No,15.770991147924397
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,ripartizione,Isole,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,totale,Totale,"Sì, su un social network",24.706937611720303
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,totale,Totale,"Sì, su più social network",58.70145767996097
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,totale,Totale,No,16.591604708318727
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Maschi,totale,Totale,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,11-13 anni,"Sì, su un social network",26.81025540066784
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,11-13 anni,"Sì, su più social network",37.557704296556544
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,11-13 anni,No,35.632040302775614
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,11-13 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,14-19 anni,"Sì, su un social network",18.194397632004662
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,14-19 anni,"Sì, su più social network",78.52911332269859
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,14-19 anni,No,3.276489045296737
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,eta,14-19 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-ovest,"Sì, su un social network",22.399473326485765
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-ovest,"Sì, su più social network",61.77258554634757
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-ovest,No,15.827941127166662
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-ovest,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-est,"Sì, su un social network",20.493442571882493
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-est,"Sì, su più social network",61.4178166827617
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-est,No,18.088740745355807
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Nord-est,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Centro,"Sì, su un social network",19.215841158310255
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Centro,"Sì, su più social network",67.00358353270568
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Centro,No,13.780368526946802
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Centro,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Sud,"Sì, su un social network",21.998713922384027
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Sud,"Sì, su più social network",69.26512031951732
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Sud,No,8.736165758098641
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Sud,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Isole,"Sì, su un social network",19.026763449346568
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Isole,"Sì, su più social network",70.38827936550283
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Isole,No,10.584957185150602
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,ripartizione,Isole,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,totale,Totale,"Sì, su un social network",20.946656873266033
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,totale,Totale,"Sì, su più social network",65.44113437894816
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,totale,Totale,No,13.612168434665737
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Femmine,totale,Totale,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,11-13 anni,"Sì, su un social network",26.791983535652577
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,11-13 anni,"Sì, su più social network",35.45918336151985
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,11-13 anni,No,37.748833102827575
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,11-13 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,14-19 anni,"Sì, su un social network",21.062436339082367
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,14-19 anni,"Sì, su più social network",74.36115911509894
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,14-19 anni,No,4.576433157467068
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,eta,14-19 anni,Totale,100
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-ovest,"Sì, su un social network",24.660195603158783
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-ovest,"Sì, su più social network",58.08383938325051
profilo_social,Disponibilità di un profilo sui social network (tra chi usa internet),10_a,2023,Totale,ripartizione,Nord-ovest,No,17.255965013590703
